userId; total_time; key0; key1; key2; key3; key4; key5; key6; key7; d0; d1; d2; d3; d4; d5; d6; d7; pp0; pp1; pp2; pp3; pp4; pp5; pp6; pr0; pr1; pr2; pr3; pr4; pr5; pr6; rp0; rp1; rp2; rp3; rp4; rp5; rp6; rr0; rr1; rr2; rr3; rr4; rr5; rr6
1001; 2.8554158000000003; 84; 82; 85; 83; 84; 78; 79; 49; 0.08872032165527344; 0.07216596603393555; 0.06494951248168945; 0.1201176643371582; 0.05603170394897461; 0.06351995468139648; 0.06328964233398438; 0.0800933837890625; 0.20023250579833984; 0.24775981903076172; 0.12807130813598633; 0.23219776153564453; 1.4485406875610352; 0.2238321304321289; 0.4635019302368164; 0.2723984718322754; 0.31270933151245117; 0.24818897247314453; 0.28822946548461914; 1.5120606422424316; 0.2871217727661133; 0.5435953140258789; 0.2723984718322754; 0.31270933151245117; 0.24818897247314453; 0.28822946548461914; 1.5120606422424316; 0.2871217727661133; 0.5435953140258789; 0.18367815017700195; 0.24054336547851562; 0.18323945999145508; 0.16811180114746094; 1.456028938293457; 0.2236018180847168; 0.48030567169189453
1001; 2.3193744; 84; 82; 85; 83; 84; 78; 79; 49; 0.07209253311157227; 0.08005952835083008; 0.07250118255615234; 0.11212158203125; 0.07210588455200195; 0.056036949157714844; 0.04025411605834961; 0.07208013534545898; 0.1672840118408203; 0.21614694595336914; 0.13642263412475586; 0.20818090438842773; 0.6399993896484375; 0.24771404266357422; 0.775719165802002; 0.2473435401916504; 0.2886481285095215; 0.24854421615600586; 0.2802867889404297; 0.6960363388061523; 0.28796815872192383; 0.8477993011474609; 0.2473435401916504; 0.2886481285095215; 0.24854421615600586; 0.2802867889404297; 0.6960363388061523; 0.28796815872192383; 0.8477993011474609; 0.17525100708007812; 0.2085886001586914; 0.17604303359985352; 0.1681652069091797; 0.6239304542541504; 0.23193120956420898; 0.8075451850891113
1001; 1.8554599999999999; 84; 82; 85; 83; 84; 78; 79; 49; 0.05574321746826172; 0.0720672607421875; 0.08005380630493164; 0.11219930648803711; 0.0640873908996582; 0.06305456161499023; 0.07204723358154297; 0.08050203323364258; 0.16719961166381836; 0.24804162979125977; 0.12008523941040039; 0.22404146194458008; 0.4566054344177246; 0.31911134719848633; 0.37611818313598633; 0.23926687240600586; 0.3280954360961914; 0.2322845458984375; 0.2881288528442383; 0.5196599960327148; 0.3911585807800293; 0.4566202163696289; 0.23926687240600586; 0.3280954360961914; 0.2322845458984375; 0.2881288528442383; 0.5196599960327148; 0.3911585807800293; 0.4566202163696289; 0.18352365493774414; 0.2560281753540039; 0.15223073959350586; 0.17592954635620117; 0.45557260513305664; 0.32810401916503906; 0.38457298278808594
1001; 2.2398726; 84; 82; 85; 83; 84; 78; 79; 49; 0.07127952575683594; 0.10402345657348633; 0.07236480712890625; 0.13587379455566406; 0.07204294204711914; 0.06411981582641602; 0.06404304504394531; 0.0641489028930664; 0.2001514434814453; 0.2954397201538086; 0.17606449127197266; 0.23151493072509766; 0.6966094970703125; 0.271420955657959; 0.43995094299316406; 0.30417490005493164; 0.36780452728271484; 0.3119382858276367; 0.3035578727722168; 0.7607293128967285; 0.3354640007019043; 0.5040998458862305; 0.30417490005493164; 0.36780452728271484; 0.3119382858276367; 0.3035578727722168; 0.7607293128967285; 0.3354640007019043; 0.5040998458862305; 0.2328953742980957; 0.2637810707092285; 0.23957347869873047; 0.16768407821655273; 0.6886863708496094; 0.2713441848754883; 0.44005680084228516
1001; 1.6243589; 84; 82; 85; 83; 84; 78; 79; 49; 0.09616613388061523; 0.09578132629394531; 0.0794377326965332; 0.0962076187133789; 0.0801539421081543; 0.05504560470581055; 0.05606985092163086; 0.0637364387512207; 0.19219350814819336; 0.2722797393798828; 0.09584474563598633; 0.18338871002197266; 0.3847312927246094; 0.23920345306396484; 0.35288381576538086; 0.28797483444213867; 0.351717472076416; 0.19205236434936523; 0.26354265213012695; 0.4397768974304199; 0.2952733039855957; 0.41662025451660156; 0.28797483444213867; 0.351717472076416; 0.19205236434936523; 0.26354265213012695; 0.4397768974304199; 0.2952733039855957; 0.41662025451660156; 0.19180870056152344; 0.2559361457824707; 0.11261463165283203; 0.16733503341674805; 0.3596229553222656; 0.24022769927978516; 0.3605504035949707
1001; 1.9274892; 84; 82; 85; 83; 84; 78; 79; 49; 0.07225465774536133; 0.07208442687988281; 0.07915067672729492; 0.09605884552001953; 0.06403493881225586; 0.06378459930419922; 0.06400823593139648; 0.048442840576171875; 0.17635774612426758; 0.18410110473632812; 0.09516620635986328; 0.22418689727783203; 0.3204479217529297; 0.20009374618530273; 0.7993903160095215; 0.2484421730041504; 0.26325178146362305; 0.1912250518798828; 0.2882218360900879; 0.3842325210571289; 0.2641019821166992; 0.8478331565856934; 0.2484421730041504; 0.26325178146362305; 0.1912250518798828; 0.2882218360900879; 0.3842325210571289; 0.2641019821166992; 0.8478331565856934; 0.17618751525878906; 0.19116735458374023; 0.11207437515258789; 0.19216299057006836; 0.32019758224487305; 0.2003173828125; 0.7838249206542969
1001; 1.4313955; 84; 82; 85; 83; 84; 78; 79; 49; 0.08825492858886719; 0.07990694046020508; 0.08016681671142578; 0.11239385604858398; 0.07220268249511719; 0.06402730941772461; 0.06311702728271484; 0.08805561065673828; 0.1995830535888672; 0.24801921844482422; 0.11988258361816406; 0.2241988182067871; 0.22446632385253906; 0.2084040641784668; 0.29509639739990234; 0.27948999404907227; 0.32818603515625; 0.23227643966674805; 0.2964015007019043; 0.28849363327026367; 0.27152109146118164; 0.3831520080566406; 0.27948999404907227; 0.32818603515625; 0.23227643966674805; 0.2964015007019043; 0.28849363327026367; 0.27152109146118164; 0.3831520080566406; 0.19123506546020508; 0.24827909469604492; 0.15210962295532227; 0.1840076446533203; 0.21629095077514648; 0.20749378204345703; 0.3200349807739258
1001; 1.8240575; 84; 82; 85; 83; 84; 78; 79; 49; 0.07204866409301758; 0.06411600112915039; 0.07230472564697266; 0.11279773712158203; 0.06330060958862305; 0.07204818725585938; 0.06404447555541992; 0.06409692764282227; 0.19213056564331055; 0.21581745147705078; 0.11139774322509766; 0.20886945724487305; 0.24787425994873047; 0.2555222511291504; 0.6644949913024902; 0.25624656677246094; 0.28812217712402344; 0.2241954803466797; 0.2721700668334961; 0.31992244720458984; 0.3195667266845703; 0.7285919189453125; 0.25624656677246094; 0.28812217712402344; 0.2241954803466797; 0.2721700668334961; 0.31992244720458984; 0.3195667266845703; 0.7285919189453125; 0.18419790267944336; 0.22400617599487305; 0.15189075469970703; 0.15937232971191406; 0.2566218376159668; 0.24751853942871094; 0.6645474433898926
1001; 2.5278683; 84; 82; 85; 83; 84; 78; 79; 49; 0.0724782943725586; 0.06414413452148438; 0.07204675674438477; 0.09666252136230469; 0.07272911071777344; 0.0642399787902832; 0.06404256820678711; 0.05512189865112305; 0.1918325424194336; 0.279754638671875; 0.15216588973999023; 0.19199705123901367; 0.39228391647338867; 0.5035114288330078; 0.888801097869873; 0.25597667694091797; 0.35180139541625977; 0.24882841110229492; 0.2647261619567871; 0.4565238952636719; 0.5675539970397949; 0.9439229965209961; 0.25597667694091797; 0.35180139541625977; 0.24882841110229492; 0.2647261619567871; 0.4565238952636719; 0.5675539970397949; 0.9439229965209961; 0.18349838256835938; 0.2876572608947754; 0.17678165435791016; 0.16806364059448242; 0.38379478454589844; 0.5033140182495117; 0.879880428314209
1001; 1.5364952; 84; 82; 85; 83; 84; 78; 79; 49; 0.071990966796875; 0.06392192840576172; 0.06444787979125977; 0.09657669067382812; 0.07181692123413086; 0.07207345962524414; 0.0804605484008789; 0.06355667114257812; 0.18374919891357422; 0.2643303871154785; 0.09544086456298828; 0.18465518951416016; 0.34415769577026367; 0.1835031509399414; 0.3526496887207031; 0.24767112731933594; 0.3287782669067383; 0.1920175552368164; 0.256472110748291; 0.4162311553955078; 0.2639636993408203; 0.41620635986328125; 0.24767112731933594; 0.3287782669067383; 0.1920175552368164; 0.256472110748291; 0.4162311553955078; 0.2639636993408203; 0.41620635986328125; 0.17568016052246094; 0.26485633850097656; 0.12756967544555664; 0.1598954200744629; 0.34441423416137695; 0.19189023971557617; 0.33574581146240234
