userId; total_time; key0; key1; key2; key3; key4; key5; key6; d0; d1; d2; d3; d4; d5; d6; pp0; pp1; pp2; pp3; pp4; pp5; pr0; pr1; pr2; pr3; pr4; pr5; rp0; rp1; rp2; rp3; rp4; rp5; rr0; rr1; rr2; rr3; rr4; rr5
999; 0.8790882999999999; 77; 85; 83; 84; 52; 78; 71; 0.08600473403930664; 0.05611133575439453; 0.10759305953979492; 0.07959747314453125; 0.08462333679199219; 0.07116508483886719; 0.056034088134765625; 0.19045448303222656; 0.07412099838256836; 0.08282041549682617; 0.22321796417236328; 0.29929494857788086; 0.095184326171875; 0.2465658187866211; 0.18171405792236328; 0.16241788864135742; 0.30784130096435547; 0.37046003341674805; 0.15121841430664062; 0.2465658187866211; 0.18171405792236328; 0.16241788864135742; 0.30784130096435547; 0.37046003341674805; 0.15121841430664062; 0.16056108474731445; 0.12560272216796875; 0.0548248291015625; 0.22824382781982422; 0.28583669662475586; 0.08005332946777344
999; 1.0668579; 77; 85; 83; 84; 52; 78; 71; 0.09702539443969727; 0.06982851028442383; 0.1032862663269043; 0.08682727813720703; 0.08608865737915039; 0.07866096496582031; 0.07140207290649414; 0.22052717208862305; 0.07183599472045898; 0.05987691879272461; 0.5014519691467285; 0.2059769630432129; 0.10421419143676758; 0.2903556823730469; 0.17512226104736328; 0.14670419692993164; 0.5875406265258789; 0.2846379280090332; 0.17561626434326172; 0.2903556823730469; 0.17512226104736328; 0.14670419692993164; 0.5875406265258789; 0.2846379280090332; 0.17561626434326172; 0.1933302879333496; 0.10529375076293945; 0.043417930603027344; 0.5007133483886719; 0.1985492706298828; 0.0969552993774414
999; 0.887413; 77; 85; 83; 84; 52; 78; 71; 0.0646524429321289; 0.07052803039550781; 0.08750200271606445; 0.09241342544555664; 0.07304906845092773; 0.07468318939208984; 0.07269287109375; 0.1550307273864746; 0.08759546279907227; 0.047301292419433594; 0.2841153144836426; 0.32164907455444336; 0.05637359619140625; 0.22555875778198242; 0.17509746551513672; 0.13971471786499023; 0.3571643829345703; 0.3963322639465332; 0.12906646728515625; 0.22555875778198242; 0.17509746551513672; 0.13971471786499023; 0.3571643829345703; 0.3963322639465332; 0.12906646728515625; 0.16090631484985352; 0.1045694351196289; 0.05221271514892578; 0.26475095748901367; 0.32328319549560547; 0.054383277893066406
999; 0.8741935; 77; 85; 83; 84; 52; 78; 71; 0.05882120132446289; 0.05523347854614258; 0.10611438751220703; 0.08905744552612305; 0.0874490737915039; 0.0781092643737793; 0.0691986083984375; 0.14778852462768555; 0.060262203216552734; 0.06308650970458984; 0.28221845626831055; 0.3076057434082031; 0.07205343246459961; 0.20302200317382812; 0.16637659072875977; 0.1521439552307129; 0.36966753005981445; 0.3857150077819824; 0.1412520408630371; 0.20302200317382812; 0.16637659072875977; 0.1521439552307129; 0.36966753005981445; 0.3857150077819824; 0.1412520408630371; 0.14420080184936523; 0.11114311218261719; 0.04602956771850586; 0.2806100845336914; 0.2982659339904785; 0.06314277648925781
999; 0.9351403; 77; 85; 83; 84; 52; 78; 71; 0.07204246520996094; 0.06704425811767578; 0.10820198059082031; 0.102691650390625; 0.07918643951416016; 0.0735006332397461; 0.06515359878540039; 0.18019962310791016; 0.09308719635009766; 0.05809211730957031; 0.3047022819519043; 0.27895593643188477; 0.09214544296264648; 0.24724388122558594; 0.20128917694091797; 0.1607837677001953; 0.38388872146606445; 0.35245656967163086; 0.15729904174804688; 0.24724388122558594; 0.20128917694091797; 0.1607837677001953; 0.38388872146606445; 0.35245656967163086; 0.15729904174804688; 0.175201416015625; 0.1342449188232422; 0.052581787109375; 0.28119707107543945; 0.2732701301574707; 0.08379840850830078
999; 1.1090595; 77; 85; 83; 84; 52; 78; 71; 0.06802797317504883; 0.0712575912475586; 0.11167621612548828; 0.09067869186401367; 0.07904863357543945; 0.07813787460327148; 0.06102132797241211; 0.18761205673217773; 0.1075434684753418; 0.06545829772949219; 0.48075342178344727; 0.23515653610229492; 0.10056352615356445; 0.25886964797973633; 0.21921968460083008; 0.15613698959350586; 0.5598020553588867; 0.3132944107055664; 0.16158485412597656; 0.25886964797973633; 0.21921968460083008; 0.15613698959350586; 0.5598020553588867; 0.3132944107055664; 0.16158485412597656; 0.1908416748046875; 0.14796209335327148; 0.04446077346801758; 0.46912336349487305; 0.23424577713012695; 0.08344697952270508
999; 0.9787229000000001; 77; 85; 83; 84; 52; 78; 71; 0.0707540512084961; 0.06424999237060547; 0.12020397186279297; 0.10106563568115234; 0.08475446701049805; 0.07493209838867188; 0.06807279586791992; 0.1721963882446289; 0.07831096649169922; 0.0751791000366211; 0.4114413261413574; 0.23235416412353516; 0.07999515533447266; 0.23644638061523438; 0.1985149383544922; 0.17624473571777344; 0.49619579315185547; 0.30728626251220703; 0.14806795120239258; 0.23644638061523438; 0.1985149383544922; 0.17624473571777344; 0.49619579315185547; 0.30728626251220703; 0.14806795120239258; 0.16569232940673828; 0.13426494598388672; 0.05604076385498047; 0.3951301574707031; 0.22253179550170898; 0.0731358528137207
999; 1.04053; 77; 85; 83; 84; 52; 78; 71; 0.09177160263061523; 0.06537389755249023; 0.11000919342041016; 0.09903526306152344; 0.0860586166381836; 0.08205080032348633; 0.07327508926391602; 0.19947385787963867; 0.06738805770874023; 0.058447837829589844; 0.4437546730041504; 0.2831873893737793; 0.08004951477050781; 0.2648477554321289; 0.1773972511291504; 0.15748310089111328; 0.529813289642334; 0.3652381896972656; 0.15332460403442383; 0.2648477554321289; 0.1773972511291504; 0.15748310089111328; 0.529813289642334; 0.3652381896972656; 0.15332460403442383; 0.17307615280151367; 0.11202335357666016; 0.047473907470703125; 0.43077802658081055; 0.27917957305908203; 0.0712738037109375
999; 1.0721555; 77; 85; 83; 84; 52; 78; 71; 0.08349227905273438; 0.06797981262207031; 0.1091461181640625; 0.10611391067504883; 0.09623289108276367; 0.08192825317382812; 0.06945037841796875; 0.19337081909179688; 0.10311460494995117; 0.05406951904296875; 0.4187173843383789; 0.3024320602416992; 0.08394289016723633; 0.2613506317138672; 0.21226072311401367; 0.16018342971801758; 0.5149502754211426; 0.38436031341552734; 0.15339326858520508; 0.2613506317138672; 0.21226072311401367; 0.16018342971801758; 0.5149502754211426; 0.38436031341552734; 0.15339326858520508; 0.1778583526611328; 0.14428091049194336; 0.05103731155395508; 0.40883636474609375; 0.28812742233276367; 0.07146501541137695
999; 1.0944321; 77; 85; 83; 84; 52; 78; 71; 0.08110237121582031; 0.0604701042175293; 0.09753227233886719; 0.08699989318847656; 0.09296226501464844; 0.07811307907104492; 0.0790553092956543; 0.17918682098388672; 0.06451606750488281; 0.05115318298339844; 0.5798568725585938; 0.21870851516723633; 0.08211326599121094; 0.23965692520141602; 0.16204833984375; 0.138153076171875; 0.6728191375732422; 0.29682159423828125; 0.16116857528686523; 0.23965692520141602; 0.16204833984375; 0.138153076171875; 0.6728191375732422; 0.29682159423828125; 0.16116857528686523; 0.1585545539855957; 0.1015782356262207; 0.04062080383300781; 0.5858192443847656; 0.2038593292236328; 0.08305549621582031
